,sex,age,age_cat,decile_score,score_text,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,is_recid,score
2515,Male,21,Less than 25,8,High,Caucasian,0,0,0,0,1,1
2517,Female,62,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2518,Male,48,Greater than 45,3,Low,Caucasian,0,0,0,0,0,0
2519,Male,53,Greater than 45,1,Low,African-American,1,0,0,0,0,0
2520,Male,62,Greater than 45,3,Low,African-American,3,0,0,0,1,0
2521,Male,28,25 - 45,10,High,African-American,5,1,1,0,0,1
2522,Male,56,Greater than 45,2,Low,Caucasian,1,0,0,0,0,0
2523,Male,35,25 - 45,1,Low,Hispanic,2,0,0,0,0,0
2524,Female,56,Greater than 45,1,Low,Hispanic,2,0,0,0,1,0
2525,Male,22,Less than 25,7,Medium,African-American,2,1,0,0,1,1
2526,Male,26,25 - 45,8,High,African-American,5,0,0,0,1,1
2527,Male,35,25 - 45,5,Medium,African-American,4,0,0,0,0,1
2528,Male,22,Less than 25,3,Low,African-American,1,0,0,0,1,0
2530,Female,37,25 - 45,3,Low,African-American,7,1,0,0,0,0
2531,Female,32,25 - 45,2,Low,African-American,0,0,0,0,0,0
2532,Female,33,25 - 45,6,Medium,African-American,3,0,0,0,1,1
2533,Male,38,25 - 45,3,Low,Other,2,0,0,0,1,0
2534,Male,53,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2535,Male,32,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
2536,Male,26,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2537,Male,61,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2538,Male,21,Less than 25,10,High,African-American,0,0,0,0,0,1
2539,Male,69,Greater than 45,5,Medium,African-American,22,0,0,0,0,1
2540,Male,26,25 - 45,4,Low,African-American,0,0,0,0,0,0
2541,Male,30,25 - 45,10,High,African-American,9,0,0,0,1,1
2542,Male,21,Less than 25,4,Low,Caucasian,1,0,0,0,0,0
2543,Male,41,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2544,Male,45,Greater than 45,6,Medium,African-American,0,0,0,0,1,1
2545,Male,31,25 - 45,5,Medium,African-American,10,0,1,3,1,1
2546,Male,22,Less than 25,3,Low,Caucasian,0,0,0,0,0,0
2547,Female,54,Greater than 45,3,Low,Caucasian,0,0,0,0,1,0
2548,Male,50,Greater than 45,1,Low,Caucasian,2,0,0,0,1,0
2550,Male,37,25 - 45,3,Low,Other,11,2,0,0,0,0
2551,Female,21,Less than 25,8,High,African-American,0,0,0,0,1,1
2552,Male,23,Less than 25,7,Medium,Hispanic,6,0,0,0,1,1
2553,Male,30,25 - 45,3,Low,Caucasian,0,0,0,0,1,0
2555,Male,30,25 - 45,8,High,African-American,11,0,0,0,1,1
2556,Male,26,25 - 45,4,Low,Caucasian,5,0,0,0,0,0
2558,Female,59,Greater than 45,2,Low,African-American,0,0,0,0,0,0
2559,Male,29,25 - 45,8,High,African-American,13,0,0,0,1,1
2560,Male,67,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
2561,Male,30,25 - 45,8,High,Caucasian,13,0,0,0,1,1
2562,Male,25,25 - 45,5,Medium,African-American,5,0,0,0,1,1
2563,Male,45,Greater than 45,6,Medium,Hispanic,8,0,0,0,0,1
2565,Male,22,Less than 25,3,Low,African-American,0,0,0,1,0,0
2566,Male,41,25 - 45,1,Low,African-American,8,0,0,0,1,0
2567,Male,46,Greater than 45,5,Medium,Asian,3,0,0,0,1,1
2568,Male,27,25 - 45,5,Medium,Other,0,0,0,0,0,1
2569,Female,37,25 - 45,6,Medium,African-American,13,0,0,0,0,1
2570,Male,22,Less than 25,3,Low,African-American,0,0,0,2,1,0
2571,Male,19,Less than 25,4,Low,African-American,0,0,0,0,1,0
2572,Male,45,Greater than 45,2,Low,Caucasian,2,0,0,0,0,0
2573,Female,33,25 - 45,9,High,African-American,5,0,0,0,1,1
2574,Male,52,Greater than 45,5,Medium,African-American,7,0,0,0,0,1
2575,Female,21,Less than 25,6,Medium,African-American,0,0,0,0,0,1
2576,Male,43,25 - 45,10,High,African-American,6,0,0,0,1,1
2577,Male,33,25 - 45,6,Medium,Caucasian,3,0,0,0,0,1
2578,Male,26,25 - 45,10,High,African-American,3,1,0,0,1,1
2579,Male,37,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
2580,Male,38,25 - 45,1,Low,African-American,1,0,0,0,1,0
2581,Male,35,25 - 45,1,Low,Hispanic,1,0,0,0,1,0
2582,Male,27,25 - 45,2,Low,African-American,1,0,0,0,1,0
2583,Male,40,25 - 45,1,Low,Other,1,0,0,0,0,0
2584,Male,21,Less than 25,5,Medium,African-American,1,1,0,0,0,1
2585,Male,38,25 - 45,9,High,Caucasian,3,0,0,0,1,1
2586,Male,37,25 - 45,4,Low,Caucasian,0,0,0,0,0,0
2588,Male,44,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
2589,Male,30,25 - 45,2,Low,African-American,0,0,0,0,0,0
2590,Male,40,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
2591,Male,49,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
2592,Male,67,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2593,Male,59,Greater than 45,8,High,African-American,14,0,0,0,1,1
2594,Male,21,Less than 25,10,High,African-American,1,1,0,0,1,1
2595,Male,31,25 - 45,7,Medium,Caucasian,6,0,0,0,0,1
2596,Female,50,Greater than 45,1,Low,Caucasian,2,0,0,0,1,0
2597,Male,30,25 - 45,3,Low,African-American,7,0,0,0,0,0
2598,Male,28,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
2599,Male,48,Greater than 45,7,Medium,African-American,7,0,0,0,1,1
2600,Male,55,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2602,Male,42,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
2603,Male,34,25 - 45,7,Medium,African-American,0,0,0,0,1,1
2604,Male,43,25 - 45,5,Medium,African-American,4,0,0,0,1,1
2605,Male,44,25 - 45,1,Low,African-American,0,0,0,0,0,0
2607,Male,29,25 - 45,6,Medium,Hispanic,17,0,1,0,1,1
2608,Male,25,25 - 45,5,Medium,Caucasian,2,0,0,0,1,1
2609,Female,32,25 - 45,3,Low,African-American,0,0,0,0,1,0
2610,Male,96,Greater than 45,2,Low,Hispanic,2,0,0,0,1,0
2612,Male,29,25 - 45,2,Low,Hispanic,0,0,0,0,0,0
2613,Male,27,25 - 45,5,Medium,Hispanic,8,0,1,1,1,1
2615,Male,31,25 - 45,5,Medium,Hispanic,0,0,0,0,0,1
2616,Male,24,Less than 25,3,Low,African-American,1,0,0,0,1,0
2617,Male,34,25 - 45,7,Medium,African-American,0,0,0,0,1,1
2618,Male,48,Greater than 45,1,Low,African-American,2,0,0,0,1,0
2619,Male,41,25 - 45,1,Low,African-American,1,0,0,0,0,0
2620,Male,26,25 - 45,9,High,African-American,12,0,0,1,1,1
2621,Male,42,25 - 45,5,Medium,African-American,0,0,0,0,1,1
2622,Male,29,25 - 45,5,Medium,African-American,0,0,0,0,0,1
2623,Male,26,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2624,Female,27,25 - 45,3,Low,African-American,1,0,0,0,0,0
2625,Male,35,25 - 45,2,Low,Caucasian,4,0,0,0,0,0
2626,Male,54,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
2628,Male,20,Less than 25,6,Medium,African-American,0,0,0,0,0,1
2629,Male,27,25 - 45,6,Medium,Caucasian,0,0,0,0,0,1
2630,Male,21,Less than 25,7,Medium,African-American,1,0,0,0,0,1
2631,Male,27,25 - 45,9,High,Caucasian,7,0,1,1,1,1
2632,Male,34,25 - 45,8,High,African-American,11,1,0,0,1,1
2634,Male,54,Greater than 45,1,Low,African-American,0,0,0,0,0,0
2635,Male,29,25 - 45,2,Low,Other,2,0,0,0,1,0
2636,Male,39,25 - 45,1,Low,African-American,1,0,0,0,0,0
2638,Female,33,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
2640,Female,40,25 - 45,2,Low,Hispanic,7,0,0,0,1,0
2641,Female,35,25 - 45,4,Low,African-American,0,0,0,0,0,0
2642,Male,28,25 - 45,2,Low,Hispanic,0,0,0,0,1,0
2643,Male,53,Greater than 45,1,Low,African-American,0,0,0,0,0,0
2644,Male,28,25 - 45,4,Low,Caucasian,2,0,0,1,0,0
2645,Male,26,25 - 45,8,High,African-American,0,0,0,0,0,1
2647,Male,31,25 - 45,5,Medium,African-American,3,0,1,0,0,1
2648,Male,24,Less than 25,8,High,Caucasian,3,0,0,0,1,1
2649,Male,45,Greater than 45,6,Medium,Caucasian,19,0,0,0,1,1
2650,Male,33,25 - 45,4,Low,Hispanic,1,0,0,0,0,0
2651,Male,28,25 - 45,7,Medium,African-American,1,0,0,0,0,1
2652,Female,45,Greater than 45,3,Low,Caucasian,1,0,0,0,1,0
2654,Male,33,25 - 45,8,High,Caucasian,3,0,0,0,1,1
2655,Male,23,Less than 25,6,Medium,Caucasian,4,0,0,4,1,1
2656,Male,36,25 - 45,5,Medium,African-American,6,0,0,0,0,1
2657,Male,22,Less than 25,3,Low,African-American,0,0,0,0,0,0
2659,Male,28,25 - 45,5,Medium,African-American,2,0,0,0,1,1
2660,Male,37,25 - 45,2,Low,African-American,3,0,0,0,0,0
2661,Female,52,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2662,Male,26,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2663,Male,28,25 - 45,4,Low,Caucasian,4,0,0,0,1,0
2664,Female,33,25 - 45,4,Low,Caucasian,2,0,0,0,0,0
2665,Male,23,Less than 25,4,Low,Caucasian,3,0,0,1,1,0
2666,Male,31,25 - 45,4,Low,Caucasian,3,0,0,1,1,0
2667,Female,55,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2668,Male,24,Less than 25,4,Low,Caucasian,3,0,0,2,1,0
2669,Male,37,25 - 45,1,Low,African-American,2,0,0,0,0,0
2670,Male,41,25 - 45,1,Low,African-American,0,0,0,0,0,0
2671,Male,26,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2672,Male,41,25 - 45,5,Medium,African-American,13,0,0,0,0,1
2673,Male,33,25 - 45,6,Medium,African-American,6,0,0,0,0,1
2674,Male,47,Greater than 45,1,Low,Hispanic,0,0,0,0,1,0
2675,Male,23,Less than 25,5,Medium,African-American,0,0,0,0,0,1
2676,Male,27,25 - 45,3,Low,Caucasian,1,0,0,0,0,0
2677,Male,24,Less than 25,5,Medium,Caucasian,0,0,0,0,1,1
2679,Male,30,25 - 45,9,High,African-American,10,0,1,0,0,1
2680,Male,55,Greater than 45,3,Low,Caucasian,1,0,0,0,0,0
2681,Male,26,25 - 45,10,High,African-American,13,0,0,0,1,1
2683,Male,35,25 - 45,3,Low,African-American,0,0,0,0,0,0
2685,Male,20,Less than 25,4,Low,African-American,1,0,0,0,0,0
2686,Male,24,Less than 25,8,High,Caucasian,3,0,0,0,1,1
2687,Male,31,25 - 45,10,High,African-American,8,0,2,0,1,1
2689,Male,55,Greater than 45,1,Low,African-American,0,0,0,0,1,0
2690,Male,33,25 - 45,9,High,Caucasian,7,0,0,0,1,1
2691,Male,44,25 - 45,6,Medium,Caucasian,6,0,0,0,1,1
2692,Male,41,25 - 45,9,High,African-American,25,0,0,0,1,1
2693,Male,56,Greater than 45,8,High,African-American,9,0,0,0,0,1
2694,Male,21,Less than 25,3,Low,African-American,1,0,0,0,0,0
2696,Female,48,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
2698,Male,56,Greater than 45,6,Medium,Caucasian,7,0,0,0,1,1
2699,Male,39,25 - 45,1,Low,Caucasian,2,0,0,0,0,0
2700,Male,31,25 - 45,2,Low,Hispanic,0,0,0,0,0,0
2701,Female,25,25 - 45,6,Medium,Caucasian,0,0,0,0,0,1
2703,Female,28,25 - 45,5,Medium,African-American,3,0,0,0,0,1
2704,Male,30,25 - 45,2,Low,African-American,0,0,0,0,1,0
2705,Female,19,Less than 25,8,High,African-American,0,0,0,0,1,1
2706,Male,20,Less than 25,4,Low,African-American,0,0,0,0,1,0
2707,Male,57,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2708,Male,51,Greater than 45,6,Medium,African-American,8,0,0,0,1,1
2709,Male,27,25 - 45,3,Low,African-American,5,0,0,0,1,0
2710,Male,26,25 - 45,5,Medium,African-American,0,0,0,2,0,1
2711,Male,23,Less than 25,8,High,Caucasian,3,0,0,0,1,1
2712,Male,35,25 - 45,8,High,African-American,14,0,1,0,1,1
2714,Male,37,25 - 45,6,Medium,African-American,5,0,0,0,0,1
2715,Male,48,Greater than 45,1,Low,African-American,0,0,0,0,0,0
2716,Male,21,Less than 25,9,High,African-American,0,0,0,1,0,1
2720,Male,52,Greater than 45,1,Low,African-American,1,0,0,0,0,0
2722,Male,22,Less than 25,4,Low,African-American,0,0,0,0,1,0
2724,Male,41,25 - 45,2,Low,Caucasian,1,0,0,0,1,0
2725,Female,25,25 - 45,5,Medium,Caucasian,1,0,0,0,1,1
2726,Male,54,Greater than 45,1,Low,African-American,0,0,0,0,1,0
2727,Male,25,25 - 45,10,High,African-American,13,4,0,0,1,1
2729,Female,40,25 - 45,4,Low,Caucasian,4,0,0,0,0,0
2730,Male,22,Less than 25,7,Medium,African-American,0,0,0,0,0,1
2731,Male,50,Greater than 45,4,Low,Caucasian,10,0,0,0,0,0
2732,Male,35,25 - 45,3,Low,Caucasian,2,0,0,0,0,0
2733,Male,28,25 - 45,9,High,Caucasian,7,0,0,0,1,1
2734,Male,21,Less than 25,7,Medium,African-American,0,0,0,0,0,1
2736,Male,27,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
2737,Male,22,Less than 25,3,Low,African-American,0,0,0,0,1,0
2738,Female,38,25 - 45,9,High,Hispanic,20,0,0,0,1,1
2740,Male,32,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
2741,Male,59,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2743,Male,20,Less than 25,6,Medium,Other,0,0,0,0,1,1
2744,Male,59,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2745,Female,44,25 - 45,1,Low,Caucasian,1,0,0,0,1,0
2746,Male,26,25 - 45,10,High,African-American,9,0,1,1,1,1
2747,Male,30,25 - 45,6,Medium,African-American,9,0,1,0,1,1
2749,Male,25,25 - 45,8,High,African-American,3,0,1,1,1,1
2750,Male,44,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
2752,Female,31,25 - 45,6,Medium,African-American,0,0,0,0,1,1
2753,Female,32,25 - 45,3,Low,African-American,0,0,0,0,0,0
2754,Male,37,25 - 45,9,High,African-American,22,0,0,0,1,1
2755,Male,22,Less than 25,4,Low,Caucasian,2,1,0,0,0,0
2756,Male,38,25 - 45,6,Medium,African-American,8,0,0,0,1,1
2757,Male,34,25 - 45,4,Low,Caucasian,2,0,0,0,0,0
2758,Male,30,25 - 45,3,Low,African-American,7,0,1,0,0,0
2759,Female,38,25 - 45,4,Low,Caucasian,0,0,0,0,1,0
2760,Male,36,25 - 45,10,High,African-American,10,0,0,0,1,1
2761,Male,46,Greater than 45,1,Low,Other,0,0,0,0,0,0
2763,Male,35,25 - 45,5,Medium,Caucasian,2,0,0,0,1,1
2764,Male,35,25 - 45,1,Low,African-American,0,0,0,0,0,0
2765,Male,20,Less than 25,6,Medium,Other,1,0,0,0,1,1
2766,Female,30,25 - 45,9,High,African-American,9,0,0,0,1,1
2767,Male,34,25 - 45,9,High,African-American,16,0,0,0,1,1
2768,Male,31,25 - 45,4,Low,Caucasian,3,0,0,0,1,0
2769,Male,32,25 - 45,1,Low,Hispanic,0,0,0,0,1,0
2770,Male,31,25 - 45,8,High,Caucasian,4,0,1,1,1,1
2771,Male,22,Less than 25,8,High,Caucasian,2,0,1,1,1,1
2772,Male,31,25 - 45,10,High,Hispanic,0,0,0,0,0,1
2773,Male,36,25 - 45,5,Medium,African-American,5,0,0,0,1,1
2774,Male,39,25 - 45,1,Low,African-American,2,0,0,0,0,0
2775,Male,51,Greater than 45,9,High,African-American,9,0,0,0,1,1
2776,Male,35,25 - 45,2,Low,African-American,7,0,0,0,1,0
2778,Male,35,25 - 45,3,Low,Hispanic,0,0,0,1,0,0
2779,Male,23,Less than 25,2,Low,Hispanic,0,0,0,0,1,0
2781,Male,37,25 - 45,3,Low,African-American,0,0,0,0,0,0
2782,Male,25,25 - 45,6,Medium,African-American,3,0,0,2,0,1
2784,Female,27,25 - 45,3,Low,African-American,0,0,0,0,0,0
2785,Male,47,Greater than 45,1,Low,Caucasian,2,0,0,0,0,0
2786,Male,46,Greater than 45,6,Medium,African-American,12,0,0,0,0,1
2787,Male,27,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
2788,Male,34,25 - 45,9,High,African-American,0,0,0,0,1,1
2790,Male,25,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2791,Male,26,25 - 45,5,Medium,African-American,5,0,1,0,0,1
2792,Male,25,25 - 45,4,Low,African-American,1,0,0,0,1,0
2793,Male,60,Greater than 45,8,High,African-American,9,0,0,0,0,1
2794,Male,49,Greater than 45,1,Low,Other,0,0,0,0,1,0
2795,Male,30,25 - 45,9,High,African-American,12,0,0,0,1,1
2796,Male,21,Less than 25,4,Low,African-American,0,0,0,0,0,0
2797,Male,25,25 - 45,8,High,African-American,4,0,0,0,1,1
2799,Male,21,Less than 25,4,Low,African-American,0,0,0,0,1,0
2800,Male,29,25 - 45,9,High,Hispanic,1,0,0,0,0,1
2801,Male,29,25 - 45,4,Low,African-American,4,0,0,0,0,0
2802,Male,21,Less than 25,3,Low,Hispanic,0,0,0,0,0,0
2804,Male,53,Greater than 45,1,Low,Other,4,0,0,0,1,0
2805,Male,51,Greater than 45,1,Low,Caucasian,2,0,0,0,0,0
2806,Male,29,25 - 45,1,Low,African-American,1,0,0,0,0,0
2807,Female,24,Less than 25,5,Medium,Other,0,0,0,0,0,1
2808,Male,24,Less than 25,10,High,Other,2,0,1,9,1,1
2809,Male,37,25 - 45,2,Low,Hispanic,5,0,0,0,0,0
2810,Male,20,Less than 25,9,High,Caucasian,0,0,0,0,1,1
2813,Male,53,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
2815,Male,25,25 - 45,8,High,African-American,5,0,0,0,0,1
2816,Male,38,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
2817,Male,22,Less than 25,10,High,African-American,3,0,1,1,1,1
2818,Male,21,Less than 25,8,High,African-American,1,0,0,0,0,1
2819,Male,21,Less than 25,5,Medium,Caucasian,1,0,0,0,1,1
2820,Male,27,25 - 45,8,High,African-American,6,2,0,0,1,1
2821,Male,28,25 - 45,7,Medium,African-American,14,0,1,0,1,1
2822,Male,49,Greater than 45,4,Low,African-American,6,0,0,0,1,0
2823,Male,52,Greater than 45,9,High,African-American,7,0,0,0,1,1
2824,Male,25,25 - 45,6,Medium,African-American,1,0,0,0,0,1
2825,Male,56,Greater than 45,4,Low,Caucasian,2,0,0,0,0,0
2826,Male,34,25 - 45,9,High,African-American,22,0,0,0,0,1
2827,Male,35,25 - 45,7,Medium,Hispanic,7,0,0,0,0,1
2828,Male,23,Less than 25,3,Low,African-American,1,0,0,0,1,0
2829,Male,22,Less than 25,5,Medium,Caucasian,0,0,0,2,0,1
2830,Male,23,Less than 25,8,High,African-American,0,0,0,0,1,1
2831,Male,30,25 - 45,10,High,African-American,4,0,0,0,0,1
2832,Male,42,25 - 45,6,Medium,African-American,1,0,0,0,1,1
2833,Male,50,Greater than 45,8,High,African-American,24,0,0,2,1,1
2835,Male,37,25 - 45,1,Low,Other,4,0,0,0,1,0
2836,Male,37,25 - 45,9,High,African-American,0,0,0,0,0,1
2837,Male,23,Less than 25,4,Low,African-American,1,0,0,0,0,0
2838,Male,41,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
2839,Male,50,Greater than 45,2,Low,African-American,5,1,0,0,0,0
2840,Male,41,25 - 45,10,High,Hispanic,19,0,0,0,1,1
2841,Male,26,25 - 45,2,Low,African-American,2,0,0,0,1,0
2842,Male,40,25 - 45,7,Medium,Other,8,0,0,0,1,1
2843,Male,23,Less than 25,8,High,African-American,2,0,0,0,1,1
2844,Male,55,Greater than 45,2,Low,Caucasian,1,0,0,0,1,0
2845,Male,24,Less than 25,6,Medium,African-American,0,0,0,0,1,1
2846,Male,33,25 - 45,1,Low,Caucasian,5,0,1,0,1,0
2847,Male,23,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
2848,Male,37,25 - 45,7,Medium,African-American,1,0,0,0,1,1
2849,Female,64,Greater than 45,1,Low,Other,0,0,0,0,0,0
2850,Male,51,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2851,Male,40,25 - 45,1,Low,Other,4,0,0,0,1,0
2853,Female,35,25 - 45,6,Medium,African-American,3,0,0,0,1,1
2854,Male,22,Less than 25,4,Low,Hispanic,1,0,0,0,1,0
2855,Male,29,25 - 45,9,High,African-American,2,0,0,0,0,1
2856,Male,57,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2857,Male,20,Less than 25,5,Medium,African-American,1,0,1,2,1,1
2859,Female,23,Less than 25,5,Medium,Other,0,0,0,0,0,1
2860,Male,23,Less than 25,8,High,African-American,3,0,0,0,1,1
2861,Male,36,25 - 45,4,Low,Caucasian,9,0,0,0,1,0
2862,Male,55,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
2863,Male,53,Greater than 45,7,Medium,African-American,18,0,0,0,1,1
2864,Male,21,Less than 25,9,High,African-American,1,0,0,0,1,1
2865,Male,27,25 - 45,3,Low,African-American,3,0,0,0,1,0
2866,Male,28,25 - 45,9,High,African-American,6,0,1,0,1,1
2867,Male,26,25 - 45,3,Low,Caucasian,1,0,0,0,1,0
2868,Male,25,25 - 45,6,Medium,Caucasian,1,0,0,0,0,1
2869,Male,66,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2870,Male,28,25 - 45,2,Low,African-American,3,0,0,0,0,0
2872,Male,24,Less than 25,5,Medium,African-American,0,0,0,0,0,1
2873,Male,60,Greater than 45,2,Low,Caucasian,18,0,0,0,1,0
2874,Male,37,25 - 45,4,Low,African-American,2,0,0,0,1,0
2876,Male,73,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2877,Male,44,25 - 45,2,Low,African-American,0,0,0,0,0,0
2878,Male,42,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
2879,Male,40,25 - 45,7,Medium,African-American,6,0,0,0,0,1
2881,Male,21,Less than 25,10,High,Hispanic,0,0,0,0,0,1
2882,Male,56,Greater than 45,1,Low,Caucasian,0,0,0,0,1,0
2883,Male,42,25 - 45,1,Low,African-American,3,0,0,0,0,0
2885,Male,50,Greater than 45,3,Low,Caucasian,1,0,0,0,0,0
2886,Male,34,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2887,Male,47,Greater than 45,1,Low,African-American,1,0,0,0,1,0
2888,Male,58,Greater than 45,2,Low,Caucasian,3,0,0,0,0,0
2889,Male,48,Greater than 45,4,Low,Caucasian,3,0,0,0,0,0
2890,Female,20,Less than 25,3,Low,Caucasian,0,0,0,0,0,0
2891,Female,53,Greater than 45,2,Low,African-American,10,0,0,0,1,0
2892,Male,29,25 - 45,9,High,African-American,0,0,0,0,0,1
2893,Male,38,25 - 45,1,Low,Other,1,0,0,0,0,0
2894,Female,43,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
2896,Male,25,25 - 45,3,Low,Hispanic,2,0,0,0,1,0
2897,Male,53,Greater than 45,1,Low,Caucasian,1,0,0,0,1,0
2898,Male,22,Less than 25,7,Medium,Caucasian,0,0,0,3,0,1
2899,Female,32,25 - 45,2,Low,Hispanic,1,0,0,0,0,0
2900,Male,26,25 - 45,7,Medium,Caucasian,9,0,0,0,1,1
2901,Female,48,Greater than 45,1,Low,Other,0,0,0,0,0,0
2902,Male,23,Less than 25,10,High,African-American,4,0,0,0,1,1
2903,Male,71,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
2904,Female,61,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2905,Female,22,Less than 25,5,Medium,Caucasian,2,0,0,0,0,1
2907,Female,54,Greater than 45,2,Low,Caucasian,1,0,0,0,0,0
2908,Male,24,Less than 25,9,High,Caucasian,6,0,2,0,0,1
2909,Female,28,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
2910,Female,25,25 - 45,10,High,Caucasian,2,0,0,0,0,1
2911,Female,22,Less than 25,5,Medium,African-American,1,0,0,0,0,1
2912,Male,24,Less than 25,3,Low,African-American,2,0,0,0,1,0
2913,Male,35,25 - 45,4,Low,African-American,0,0,0,0,0,0
2914,Male,21,Less than 25,3,Low,African-American,0,0,0,0,0,0
2915,Male,49,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
2916,Male,26,25 - 45,9,High,African-American,6,0,0,0,1,1
2917,Male,30,25 - 45,9,High,African-American,7,0,1,0,1,1
2919,Male,30,25 - 45,4,Low,African-American,5,0,0,0,1,0
2921,Male,64,Greater than 45,1,Low,Caucasian,8,0,0,0,0,0
2923,Female,45,Greater than 45,2,Low,Caucasian,7,0,1,0,1,0
2924,Male,37,25 - 45,2,Low,African-American,3,0,0,0,0,0
2925,Female,34,25 - 45,7,Medium,African-American,1,0,0,0,1,1
2926,Male,60,Greater than 45,1,Low,Hispanic,4,0,0,0,0,0
2927,Male,58,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
2928,Male,27,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
2929,Male,30,25 - 45,1,Low,African-American,0,0,0,0,1,0
2930,Male,25,25 - 45,2,Low,African-American,0,0,0,2,0,0
2931,Male,60,Greater than 45,8,High,African-American,19,0,0,0,1,1
2932,Male,56,Greater than 45,8,High,African-American,24,0,0,0,0,1
2933,Male,33,25 - 45,1,Low,African-American,2,0,0,0,0,0
2934,Male,25,25 - 45,9,High,Caucasian,9,0,1,0,1,1
2936,Male,32,25 - 45,7,Medium,African-American,6,0,0,0,1,1
2937,Male,24,Less than 25,3,Low,African-American,3,0,0,0,1,0
2938,Male,23,Less than 25,8,High,Caucasian,2,0,1,0,1,1
2939,Male,23,Less than 25,6,Medium,Hispanic,3,0,0,0,1,1
2940,Male,25,25 - 45,4,Low,African-American,1,0,0,0,1,0
2941,Female,20,Less than 25,4,Low,African-American,0,0,0,0,0,0
2942,Male,32,25 - 45,9,High,African-American,9,0,0,4,0,1
2943,Female,49,Greater than 45,1,Low,African-American,0,0,0,0,0,0
2944,Male,22,Less than 25,3,Low,African-American,1,0,0,0,0,0
2945,Male,24,Less than 25,3,Low,African-American,0,0,0,0,0,0
2946,Male,26,25 - 45,7,Medium,Caucasian,10,0,0,0,1,1
2950,Male,29,25 - 45,2,Low,African-American,1,0,0,0,1,0
2952,Male,22,Less than 25,6,Medium,Caucasian,0,0,0,0,0,1
2954,Female,26,25 - 45,5,Medium,African-American,3,0,0,0,0,1
2955,Male,21,Less than 25,7,Medium,African-American,0,0,0,0,1,1
2956,Male,54,Greater than 45,1,Low,Caucasian,2,0,0,0,0,0
2957,Male,59,Greater than 45,1,Low,African-American,1,0,0,0,0,0
2958,Male,22,Less than 25,8,High,African-American,0,0,0,1,1,1
2959,Male,24,Less than 25,4,Low,Other,1,0,0,0,1,0
2960,Male,64,Greater than 45,7,Medium,African-American,20,0,0,0,0,1
2961,Male,45,Greater than 45,1,Low,Caucasian,1,0,0,0,1,0
2962,Female,22,Less than 25,4,Low,African-American,0,0,0,0,0,0
2963,Male,24,Less than 25,3,Low,African-American,5,0,0,0,1,0
2964,Female,30,25 - 45,6,Medium,African-American,3,0,0,0,1,1
2965,Female,27,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
