,race,gender,is_recid,score
5586,Caucasian,Male,0,0
5589,African-American,Female,0,0
5590,African-American,Male,1,0
5591,African-American,Male,1,1
5592,African-American,Male,1,1
5593,Hispanic,Male,1,1
5594,Hispanic,Female,0,0
5595,African-American,Male,0,1
5596,African-American,Female,0,1
5597,Caucasian,Female,1,0
5598,African-American,Male,0,0
5599,Hispanic,Male,0,0
5600,African-American,Male,0,0
5601,African-American,Male,0,1
5602,Caucasian,Female,1,1
5603,African-American,Male,1,0
5604,African-American,Male,0,1
5605,African-American,Male,1,1
5606,Caucasian,Male,1,0
5607,Caucasian,Male,0,1
5610,Caucasian,Female,0,0
5611,African-American,Male,1,1
5612,African-American,Male,1,0
5613,African-American,Male,1,0
5615,Caucasian,Male,0,0
5617,African-American,Male,1,1
5618,African-American,Male,1,1
5620,Caucasian,Male,1,1
5621,African-American,Male,0,1
5622,Caucasian,Female,0,0
5623,African-American,Male,0,0
5624,African-American,Male,1,0
5625,Caucasian,Female,0,0
5626,Caucasian,Male,1,1
5627,African-American,Male,0,0
5629,African-American,Male,1,1
5630,African-American,Male,0,0
5631,Caucasian,Male,0,0
5632,Hispanic,Female,0,0
5633,Other,Male,1,0
5636,African-American,Male,1,0
5638,African-American,Male,1,1
5639,Hispanic,Male,0,0
5642,African-American,Female,0,1
5643,African-American,Male,0,0
5644,African-American,Male,1,1
5645,African-American,Male,0,1
5646,African-American,Male,0,1
5647,Caucasian,Male,0,0
5648,African-American,Male,1,0
5649,African-American,Male,1,1
5650,Caucasian,Male,0,0
5651,Caucasian,Male,0,0
5652,African-American,Male,0,1
5653,Hispanic,Female,0,0
5654,Caucasian,Male,0,0
5655,African-American,Male,0,0
5656,African-American,Male,1,1
5657,African-American,Male,0,0
5658,Caucasian,Male,1,1
5659,African-American,Male,0,0
5660,Other,Male,0,0
5661,African-American,Male,1,1
5662,Caucasian,Male,1,0
5663,African-American,Male,0,0
5664,African-American,Male,0,0
5665,African-American,Male,1,1
5666,African-American,Male,1,1
5667,African-American,Female,0,1
5668,Caucasian,Male,0,0
5669,Caucasian,Male,0,1
5670,African-American,Female,0,0
5671,Caucasian,Female,0,1
5672,African-American,Female,0,0
5674,Hispanic,Male,0,0
5675,African-American,Male,1,1
5676,African-American,Male,0,0
5677,Hispanic,Male,0,0
5678,Caucasian,Male,1,0
5680,Caucasian,Male,1,1
5681,African-American,Male,0,0
5682,Caucasian,Male,0,0
5683,Other,Male,1,0
5684,Hispanic,Male,1,1
5685,African-American,Male,1,1
5686,African-American,Male,1,1
5687,Caucasian,Female,0,0
5688,Caucasian,Female,0,1
5689,African-American,Female,0,1
5690,Caucasian,Male,0,0
5691,African-American,Male,0,0
5692,Caucasian,Male,0,0
5693,African-American,Male,0,0
5694,African-American,Male,0,0
5695,African-American,Male,1,1
5696,Asian,Male,0,0
5697,Caucasian,Male,0,0
5698,African-American,Male,0,0
5699,African-American,Male,0,1
5701,Caucasian,Female,0,1
5703,Caucasian,Male,0,1
5704,Caucasian,Male,0,0
5705,Caucasian,Male,0,0
5706,African-American,Male,1,1
5707,African-American,Male,1,0
5708,Caucasian,Male,1,1
5709,Caucasian,Female,0,0
5710,African-American,Female,1,1
5711,Caucasian,Male,1,0
5714,African-American,Female,0,0
5715,Other,Male,0,1
5717,African-American,Female,1,1
5718,African-American,Male,0,0
5719,African-American,Female,0,0
5720,Caucasian,Male,1,0
5721,Hispanic,Male,0,1
5722,African-American,Male,1,1
5723,Hispanic,Female,0,0
5725,Caucasian,Female,0,1
5726,Caucasian,Male,0,0
5727,Caucasian,Male,1,0
5728,African-American,Male,0,1
5730,African-American,Male,0,0
5731,African-American,Female,0,1
5733,Caucasian,Female,1,1
5734,Caucasian,Female,1,0
5735,African-American,Male,1,1
5737,Caucasian,Female,0,0
5738,Caucasian,Male,0,0
5739,Caucasian,Male,1,1
5740,Caucasian,Male,1,0
5741,Other,Male,1,1
5743,Caucasian,Male,0,0
5744,Caucasian,Male,0,1
5745,Hispanic,Male,1,0
5746,African-American,Male,1,1
5747,Caucasian,Male,0,0
5748,Caucasian,Male,1,0
5749,African-American,Female,0,0
5750,African-American,Female,1,1
5751,Caucasian,Male,1,0
5752,Caucasian,Male,0,0
5753,African-American,Male,0,1
5754,African-American,Male,1,0
5755,African-American,Male,0,0
5756,Asian,Male,0,0
5757,Hispanic,Male,0,0
5758,African-American,Male,1,1
5759,Caucasian,Male,0,0
5760,African-American,Male,0,1
5761,Caucasian,Male,1,1
5762,Caucasian,Male,0,0
5763,Caucasian,Female,0,0
5764,Caucasian,Male,1,0
5766,Hispanic,Female,0,0
5767,African-American,Male,0,0
5768,Caucasian,Female,1,1
5769,Caucasian,Male,0,0
5770,Asian,Male,0,0
5771,Caucasian,Female,0,1
5772,Caucasian,Female,1,0
5773,Caucasian,Female,0,0
5774,African-American,Male,0,1
5775,Hispanic,Male,0,0
5776,African-American,Male,1,1
5777,Caucasian,Female,1,0
5778,African-American,Female,0,1
5780,African-American,Female,0,0
5781,Hispanic,Male,0,1
5782,Hispanic,Female,0,1
5783,Hispanic,Male,0,0
5784,African-American,Male,1,0
5785,African-American,Female,0,0
5786,Caucasian,Male,0,0
5787,African-American,Male,0,0
5788,Other,Female,0,0
5789,African-American,Male,1,1
5790,African-American,Male,1,1
5791,Hispanic,Male,1,1
5793,Hispanic,Male,0,0
5794,Caucasian,Male,0,0
5795,African-American,Male,1,1
5796,Hispanic,Male,0,0
5797,African-American,Male,1,1
5799,African-American,Male,0,0
5800,Caucasian,Female,0,0
5801,African-American,Male,1,0
5802,Caucasian,Male,0,0
5803,African-American,Male,1,1
5804,Hispanic,Male,1,1
5805,Other,Male,0,0
5806,Other,Male,1,0
5807,African-American,Female,1,1
5810,African-American,Male,0,0
5811,Caucasian,Male,1,0
5812,Other,Male,0,0
5813,Caucasian,Male,0,1
5814,African-American,Male,0,1
5815,African-American,Female,1,0
5816,African-American,Male,0,1
5817,Hispanic,Male,1,1
5818,Hispanic,Female,0,0
5819,Caucasian,Female,0,0
5820,Hispanic,Female,0,0
5821,Caucasian,Male,0,1
5822,African-American,Male,0,0
5824,African-American,Male,1,0
5825,African-American,Male,1,1
5826,African-American,Male,0,0
5827,Caucasian,Female,0,0
5828,African-American,Male,0,0
5829,African-American,Male,1,1
5830,African-American,Male,1,1
5831,Caucasian,Male,0,0
5832,African-American,Male,1,1
5833,Other,Female,1,1
5834,Caucasian,Male,0,0
5835,African-American,Male,0,0
5837,African-American,Male,0,1
5839,African-American,Male,0,0
5840,African-American,Female,1,1
5841,Other,Male,0,0
5842,Caucasian,Male,0,0
5843,Caucasian,Male,1,1
5844,African-American,Male,0,0
5845,Caucasian,Male,0,0
5846,African-American,Male,1,0
5847,African-American,Male,1,0
5849,Caucasian,Female,1,0
5850,African-American,Female,1,0
5851,Caucasian,Male,1,0
5852,Caucasian,Male,0,0
5854,African-American,Male,1,0
5855,African-American,Male,0,1
5856,African-American,Male,1,1
5857,Hispanic,Male,1,0
5859,Caucasian,Male,1,1
5861,African-American,Male,0,0
5862,African-American,Female,0,1
5863,African-American,Female,0,0
5864,Other,Male,0,0
5865,Caucasian,Male,1,1
5866,Caucasian,Male,1,0
5868,African-American,Male,0,0
5869,African-American,Male,0,1
5871,Other,Male,0,0
5872,African-American,Female,0,1
5874,Caucasian,Male,0,0
5877,Other,Male,1,1
5878,African-American,Male,1,0
5879,Native American,Male,1,1
5880,Caucasian,Male,0,0
5881,African-American,Male,1,0
5882,Hispanic,Male,0,0
5883,African-American,Male,1,1
5884,Caucasian,Male,1,0
5885,African-American,Male,0,0
5886,African-American,Female,1,1
5888,African-American,Male,0,1
5889,Caucasian,Female,0,0
5892,Caucasian,Female,0,0
5893,Hispanic,Male,0,0
5894,African-American,Male,0,0
5895,African-American,Male,1,1
5897,Caucasian,Male,1,1
5898,Caucasian,Male,0,1
5899,African-American,Male,0,1
5900,African-American,Male,0,0
5901,Caucasian,Female,1,0
5902,African-American,Male,1,1
5904,African-American,Male,0,0
5905,Caucasian,Female,0,1
5906,Other,Male,0,0
5907,African-American,Male,0,0
5908,Caucasian,Male,0,0
5909,Caucasian,Male,0,0
5910,Hispanic,Male,1,1
5911,African-American,Male,0,1
5912,Caucasian,Male,1,1
5913,African-American,Male,1,0
5914,Caucasian,Male,0,0
5916,African-American,Male,0,0
5917,Hispanic,Male,0,0
5918,African-American,Male,1,1
5919,African-American,Male,0,1
5920,Other,Male,0,0
5921,African-American,Male,1,0
5922,African-American,Female,0,0
5923,African-American,Male,0,0
5924,African-American,Male,0,0
5925,Caucasian,Male,0,0
5926,Caucasian,Male,0,1
5927,Caucasian,Male,1,1
5928,African-American,Male,1,1
5929,Caucasian,Male,0,1
5930,Caucasian,Male,0,1
5931,Hispanic,Female,0,0
5932,African-American,Male,0,0
5933,African-American,Male,1,1
5934,Hispanic,Female,1,0
5935,African-American,Male,1,1
5936,Caucasian,Male,1,0
5937,Caucasian,Male,0,1
5938,African-American,Male,1,1
5939,Caucasian,Female,0,1
5940,African-American,Male,1,1
5942,Caucasian,Male,0,1
5943,African-American,Male,1,1
5944,African-American,Male,0,1
5945,Hispanic,Female,0,0
5946,African-American,Female,1,0
5947,Caucasian,Male,0,1
5948,Hispanic,Male,1,0
5949,Caucasian,Male,1,0
5950,Other,Male,0,0
5952,Caucasian,Male,0,1
5953,African-American,Male,1,1
5954,Caucasian,Male,1,0
5956,Caucasian,Male,0,0
5957,Other,Male,1,0
5958,Caucasian,Male,1,0
5959,African-American,Male,0,1
5960,African-American,Male,1,1
5961,African-American,Male,0,1
5962,African-American,Male,1,1
5964,African-American,Male,1,0
5966,Caucasian,Female,1,0
5968,African-American,Male,1,1
5970,Caucasian,Male,1,1
5971,Caucasian,Male,1,1
5972,Hispanic,Male,0,0
5973,African-American,Male,1,1
5974,African-American,Male,0,1
5976,Caucasian,Male,1,0
5977,African-American,Male,0,0
5978,Other,Male,0,0
5980,African-American,Male,0,1
5982,Other,Male,0,1
5984,Caucasian,Female,0,1
5985,African-American,Male,0,0
5986,Caucasian,Male,0,0
5987,African-American,Male,1,0
5988,African-American,Male,1,0
5989,African-American,Female,0,1
5990,Other,Male,1,1
5991,Caucasian,Male,0,0
5992,Caucasian,Male,1,1
5993,Caucasian,Male,1,1
5994,Caucasian,Male,1,1
5995,African-American,Male,1,1
5996,Other,Female,1,0
5997,Caucasian,Male,1,0
5998,African-American,Male,0,1
6000,African-American,Male,1,1
6001,African-American,Male,0,1
6002,African-American,Male,0,0
6003,African-American,Male,0,0
6004,Other,Male,1,0
6005,Caucasian,Male,0,0
6006,Hispanic,Male,1,0
6007,African-American,Male,0,1
6008,Caucasian,Male,0,1
6009,Caucasian,Female,1,1
6010,Hispanic,Male,1,0
6011,Caucasian,Male,1,0
6012,African-American,Female,1,0
6013,African-American,Male,0,1
6014,Hispanic,Female,1,0
6015,African-American,Female,1,1
6016,Caucasian,Female,0,0
6017,African-American,Male,1,0
6018,African-American,Male,0,1
6019,Hispanic,Male,1,1
6021,Caucasian,Male,0,0
6022,African-American,Male,1,1
6023,African-American,Female,0,0
6024,Caucasian,Male,1,0
6025,Other,Male,1,0
6027,African-American,Male,1,0
6032,African-American,Male,0,0
6033,African-American,Male,1,1
6034,African-American,Male,1,0
6035,Hispanic,Male,1,1
6036,Caucasian,Male,0,0
6037,African-American,Male,0,0
6038,Caucasian,Male,0,0
6039,Caucasian,Male,0,0
6040,African-American,Male,0,1
6041,Caucasian,Male,0,0
6042,Caucasian,Male,1,1
6043,Caucasian,Male,0,0
6044,African-American,Male,1,1
6045,Caucasian,Male,1,0
6046,Caucasian,Male,0,0
6047,African-American,Male,0,1
6048,Caucasian,Female,0,1
6049,Caucasian,Male,0,0
6050,Caucasian,Male,1,0
6053,Caucasian,Male,0,0
6054,African-American,Female,0,0
6055,African-American,Male,1,0
6056,African-American,Male,1,1
6057,Caucasian,Male,0,0
6058,Caucasian,Male,0,0
6059,Caucasian,Male,0,0
6060,African-American,Male,1,0
6061,African-American,Male,0,0
6062,Caucasian,Female,0,0
6063,African-American,Male,1,1
6064,African-American,Male,0,1
6065,Other,Male,0,0
6066,Caucasian,Male,0,1
6067,African-American,Male,0,0
6068,Caucasian,Male,1,1
6069,Caucasian,Male,1,1
6070,African-American,Male,0,0
6071,Caucasian,Male,0,0
6072,Caucasian,Male,1,1
6073,Caucasian,Female,0,0
6074,African-American,Male,1,1
6075,African-American,Male,0,1
6076,Hispanic,Male,0,0
6077,African-American,Female,0,1
6078,Caucasian,Female,0,0
6079,Caucasian,Male,1,0
6080,African-American,Female,0,0
6081,African-American,Male,0,1
6084,Caucasian,Male,1,0
6085,African-American,Male,0,0
6086,Caucasian,Male,0,0
6087,African-American,Female,0,0
6088,Caucasian,Female,0,1
6089,Caucasian,Female,0,0
6090,African-American,Female,0,1
6091,Caucasian,Male,1,0
6092,Caucasian,Male,0,0
6093,African-American,Male,0,0
6094,African-American,Male,1,1
6096,African-American,Male,0,1
6097,African-American,Male,1,1
6098,Hispanic,Male,0,0
6099,African-American,Female,1,1
6100,African-American,Male,0,1
6101,Hispanic,Male,0,0
6102,Other,Male,1,0
6104,African-American,Male,0,1
6105,African-American,Male,1,1
6106,African-American,Male,1,1
6107,Caucasian,Female,1,0
6108,Other,Male,0,0
6111,African-American,Male,1,1
6113,African-American,Male,0,0
6114,African-American,Male,1,1
6115,Caucasian,Male,1,1
6116,Caucasian,Female,1,1
6117,Hispanic,Male,1,1
6118,Caucasian,Male,1,1
6119,African-American,Male,1,1
6120,Hispanic,Female,0,0
6121,African-American,Male,0,1
6123,African-American,Male,1,0
6124,African-American,Male,0,0
6125,Caucasian,Male,0,1
6126,African-American,Female,1,0
6127,Caucasian,Male,1,0
6129,African-American,Male,0,1
6130,African-American,Male,1,0
6131,African-American,Female,0,1
6132,Caucasian,Male,0,1
6133,Caucasian,Male,0,1
6134,African-American,Male,0,1
6135,Caucasian,Male,0,1
6136,Caucasian,Male,1,0
6137,Caucasian,Male,0,0
6138,African-American,Male,0,0
6139,African-American,Male,1,1
6142,African-American,Male,0,1
6143,Native American,Male,1,1
6144,Other,Female,0,0
6146,African-American,Male,0,0
6147,African-American,Male,1,0
6148,African-American,Male,0,1
6149,African-American,Female,1,1
6150,Other,Male,0,0
6151,Hispanic,Male,0,0
6152,Caucasian,Female,1,1
6154,Caucasian,Male,0,0
6155,Caucasian,Male,0,0
6157,Other,Male,1,0
6158,African-American,Male,1,0
6159,Caucasian,Male,0,0
6160,Caucasian,Male,0,0
6161,Caucasian,Male,0,1
6162,Caucasian,Female,1,1
6163,Caucasian,Male,0,1
6164,Other,Male,1,0
6165,African-American,Male,1,0
6166,Hispanic,Male,1,0
6167,Caucasian,Male,0,0
6168,African-American,Male,1,1
6169,African-American,Male,1,1
6170,African-American,Female,1,1
6171,African-American,Male,0,1
6173,African-American,Female,0,0
6174,African-American,Male,1,1
6175,Caucasian,Male,1,0
6176,Caucasian,Male,0,0
6177,African-American,Male,0,1
6179,African-American,Male,1,0
6180,African-American,Male,0,0
6181,Caucasian,Female,0,0
6182,Caucasian,Male,0,0
6183,Hispanic,Male,1,0
6184,African-American,Female,0,0
6186,Caucasian,Male,0,1
6187,African-American,Male,1,1
6188,Hispanic,Male,0,1
6190,African-American,Male,1,1
6191,African-American,Male,0,1
6192,African-American,Male,1,1
6193,African-American,Male,1,1
6194,African-American,Male,1,1
6195,Caucasian,Female,0,1
6197,Caucasian,Male,0,1
6198,African-American,Female,0,1
6199,African-American,Male,1,1
6200,African-American,Male,1,1
6201,African-American,Male,1,0
6202,Other,Male,0,0
6203,Hispanic,Male,0,0
6204,Hispanic,Male,0,0
6205,Caucasian,Male,1,1
6207,Caucasian,Male,0,0
6208,African-American,Female,0,0
6209,African-American,Male,1,1
6210,African-American,Male,0,1
6211,African-American,Male,0,0
6212,African-American,Female,0,0
6214,African-American,Male,1,1
6215,Caucasian,Female,0,0
6216,African-American,Male,1,1
6217,Caucasian,Male,1,0
6218,Caucasian,Male,0,1
6219,African-American,Male,0,1
6220,African-American,Male,0,1
6221,Caucasian,Male,0,1
6222,Hispanic,Male,1,1
6223,African-American,Male,0,1
6224,African-American,Male,1,1
6226,Hispanic,Male,0,0
6228,African-American,Male,1,1
6229,African-American,Male,1,1
6230,Hispanic,Male,0,0
6232,African-American,Male,0,0
6233,African-American,Male,0,0
6234,African-American,Male,0,0
6235,Caucasian,Female,0,0
6236,Caucasian,Female,0,0
6237,Caucasian,Male,1,1
6238,African-American,Male,1,1
6239,Caucasian,Male,0,1
6241,African-American,Male,0,0
6243,African-American,Male,1,1
6244,Hispanic,Male,0,0
6245,Hispanic,Male,1,1
6246,African-American,Male,1,1
6247,African-American,Male,1,1
6249,African-American,Female,1,1
6250,Hispanic,Male,0,0
6253,African-American,Male,1,0
6254,African-American,Male,1,1
6255,African-American,Male,1,1
6257,African-American,Male,0,0
6258,Caucasian,Male,0,0
6259,Caucasian,Female,0,0
6260,African-American,Male,1,1
6261,Hispanic,Male,1,1
6262,Caucasian,Male,0,0
6263,Caucasian,Male,0,0
6264,Hispanic,Male,0,0
6265,African-American,Female,0,0
6266,Caucasian,Female,1,1
6267,Caucasian,Male,1,1
6269,Caucasian,Male,0,1
6270,Caucasian,Male,1,1
6271,African-American,Female,0,0
6272,African-American,Male,1,1
6273,Caucasian,Male,0,0
6274,African-American,Male,1,0
6275,African-American,Male,0,1
6276,Other,Female,0,0
6277,Other,Male,0,0
6278,African-American,Male,0,1
6280,African-American,Female,0,0
6281,African-American,Female,1,1
6282,African-American,Female,1,1
6283,Caucasian,Male,0,0
6284,African-American,Male,0,1
6285,African-American,Male,1,1
6286,Caucasian,Male,0,0
6287,Caucasian,Female,0,0
6289,Caucasian,Male,0,0
6290,Caucasian,Male,1,0
6291,Hispanic,Female,1,0
6292,African-American,Female,1,0
6293,African-American,Male,1,1
6294,Caucasian,Female,1,1
6295,Caucasian,Female,0,1
6296,Hispanic,Female,1,1
6297,Caucasian,Male,1,0
6298,Caucasian,Male,1,0
6300,African-American,Male,1,0
6301,Caucasian,Male,0,1
6303,Caucasian,Male,1,1
6304,Caucasian,Male,0,0
6305,African-American,Male,0,0
6306,Other,Male,1,0
6307,African-American,Male,1,1
6309,African-American,Female,1,1
6310,African-American,Female,0,1
6311,Caucasian,Male,0,0
6312,Caucasian,Female,0,0
6313,Caucasian,Male,0,0
6314,Hispanic,Male,0,1
6315,Hispanic,Male,0,0
6316,Caucasian,Female,0,0
6317,African-American,Male,1,1
6318,African-American,Male,1,1
6319,Caucasian,Male,0,0
6320,Caucasian,Male,0,0
6321,African-American,Male,0,1
6323,African-American,Female,1,1
6324,Caucasian,Male,0,0
6325,Hispanic,Male,0,0
6326,Caucasian,Male,0,1
6327,African-American,Male,1,0
6328,Caucasian,Male,1,0
6329,African-American,Male,1,0
6330,African-American,Male,0,1
6331,African-American,Male,0,0
6332,Caucasian,Male,0,0
6333,African-American,Female,0,0
6334,Caucasian,Female,1,0
6335,African-American,Male,0,1
6336,Caucasian,Male,1,0
6337,African-American,Female,0,0
6338,African-American,Male,0,0
6339,Caucasian,Male,0,0
6340,African-American,Male,0,1
6341,Caucasian,Male,1,1
6342,African-American,Male,0,1
6343,African-American,Male,0,0
6344,African-American,Male,1,1
6345,African-American,Male,1,1
6346,African-American,Male,0,0
6347,African-American,Male,0,1
6349,African-American,Female,0,0
6350,African-American,Male,0,1
6351,Hispanic,Male,0,0
6352,Caucasian,Male,0,0
6353,African-American,Male,1,1
6354,Other,Male,0,0
6355,African-American,Female,1,0
6356,African-American,Male,0,0
6357,Caucasian,Female,0,1
6358,Other,Female,1,1
6359,African-American,Male,1,0
6360,African-American,Female,0,1
6361,African-American,Male,1,1
6362,African-American,Male,1,0
6363,Caucasian,Male,0,0
6364,African-American,Male,1,1
6366,Caucasian,Female,0,0
6368,Caucasian,Male,1,1
6369,African-American,Male,0,0
6370,African-American,Female,0,0
6371,Other,Male,0,0
6373,African-American,Female,1,1
6374,Caucasian,Male,0,0
6375,African-American,Female,0,0
6376,African-American,Male,1,1
6377,African-American,Male,1,0
6378,Caucasian,Male,0,0
6381,African-American,Male,0,1
6382,African-American,Male,1,1
6384,African-American,Male,1,1
6385,African-American,Male,0,1
6386,African-American,Male,1,1
6387,Hispanic,Male,0,1
6388,African-American,Male,1,0
6389,African-American,Male,1,1
6391,African-American,Male,0,0
6392,African-American,Female,1,0
6393,Other,Male,0,0
6394,African-American,Male,1,0
6395,African-American,Male,1,1
6396,African-American,Male,1,0
6397,Caucasian,Male,1,0
6398,Caucasian,Male,0,1
6399,Caucasian,Male,0,0
6400,African-American,Male,0,0
6401,African-American,Male,1,1
6402,Caucasian,Male,1,0
6404,African-American,Male,1,0
6405,African-American,Male,0,1
6407,Caucasian,Male,1,1
6408,African-American,Male,0,1
6410,African-American,Male,0,0
6411,Caucasian,Male,0,0
6412,African-American,Male,1,1
6413,African-American,Female,1,1
6415,African-American,Male,0,0
6416,African-American,Male,1,0
6417,Caucasian,Male,0,1
6420,Other,Male,1,0
6423,Caucasian,Male,1,1
6424,Caucasian,Male,0,0
6426,African-American,Male,0,0
6427,Hispanic,Female,1,0
6428,African-American,Male,1,1
6429,Other,Male,0,0
6431,Hispanic,Male,1,0
6432,African-American,Male,0,1
6433,African-American,Female,1,1
6435,African-American,Female,1,0
6436,African-American,Male,1,1
6438,African-American,Male,0,0
6439,Caucasian,Male,1,0
6440,African-American,Male,0,1
6441,Hispanic,Male,0,0
6443,Caucasian,Male,0,0
6444,Caucasian,Male,0,0
6445,Hispanic,Male,1,0
6446,Caucasian,Male,1,0
6447,Caucasian,Male,0,0
6448,African-American,Male,0,1
6449,African-American,Female,0,0
6451,African-American,Male,0,0
6452,Caucasian,Female,0,0
6453,Hispanic,Female,0,0
6454,African-American,Male,1,1
6456,African-American,Male,0,0
6457,Caucasian,Male,1,0
6458,African-American,Female,1,1
6459,African-American,Male,1,0
6460,African-American,Male,1,1
6462,African-American,Male,1,0
6463,Caucasian,Male,0,0
6464,African-American,Male,0,1
6465,African-American,Male,1,1
6467,Caucasian,Male,0,0
6468,Hispanic,Male,0,1
6469,African-American,Male,1,0
6470,African-American,Male,1,0
6471,African-American,Male,0,0
6472,African-American,Male,0,1
6473,African-American,Male,0,1
6475,African-American,Male,1,1
6476,African-American,Male,1,0
6477,Caucasian,Male,1,1
6479,Caucasian,Female,0,0
6481,African-American,Male,1,0
6482,African-American,Female,0,1
6484,African-American,Male,0,0
6485,African-American,Male,0,1
6486,African-American,Male,0,0
6487,African-American,Male,0,0
6488,African-American,Male,1,1
6489,Caucasian,Female,1,1
6493,African-American,Female,1,0
6495,African-American,Male,1,1
6496,Caucasian,Male,1,1
6498,African-American,Male,1,1
6499,African-American,Male,1,1
6500,African-American,Male,1,1
6502,Hispanic,Male,0,1
6503,Caucasian,Male,1,0
6505,African-American,Male,0,0
6506,Caucasian,Male,0,1
6507,African-American,Male,0,0
6508,Caucasian,Female,1,0
6509,African-American,Male,0,1
6510,African-American,Female,0,0
6511,African-American,Male,1,1
6512,Caucasian,Male,1,0
6514,African-American,Male,0,0
6515,African-American,Male,1,1
6516,African-American,Male,1,1
6517,African-American,Male,1,1
6519,Caucasian,Male,0,0
6520,African-American,Female,1,1
6522,Hispanic,Male,0,0
6523,Caucasian,Male,1,0
6524,Caucasian,Male,1,0
6525,African-American,Male,0,1
6527,Caucasian,Male,0,0
6528,Caucasian,Male,0,0
6529,African-American,Male,1,0
6530,African-American,Male,0,0
6531,African-American,Male,1,0
6532,African-American,Female,0,1
6533,African-American,Female,0,0
6534,African-American,Female,0,1
6535,Caucasian,Male,0,0
6536,African-American,Male,1,1
6537,African-American,Female,1,1
6538,Caucasian,Male,1,1
6539,African-American,Male,1,1
6540,Caucasian,Female,0,0
6541,African-American,Male,0,0
6542,African-American,Male,1,1
6543,African-American,Male,1,1
6544,Caucasian,Female,0,0
6545,African-American,Female,1,1
6546,African-American,Male,1,1
6547,African-American,Male,1,0
6548,African-American,Male,0,1
6549,Caucasian,Male,0,0
6550,African-American,Female,1,0
6553,Caucasian,Male,0,0
6554,Caucasian,Female,1,0
6555,African-American,Male,0,0
6556,African-American,Male,0,1
6557,Caucasian,Male,1,1
6558,African-American,Male,0,1
6559,Caucasian,Male,1,0
6560,African-American,Male,1,1
6561,African-American,Male,1,1
6563,African-American,Female,1,1
6566,Other,Male,1,0
6567,African-American,Female,0,1
6568,African-American,Male,1,1
6569,Caucasian,Male,0,0
6570,Caucasian,Male,0,0
6571,African-American,Male,1,1
6572,African-American,Male,1,0
6575,Caucasian,Male,0,0
6577,African-American,Female,1,1
6578,African-American,Female,0,1
6579,African-American,Male,1,0
6580,African-American,Male,1,0
6582,African-American,Female,1,0
6583,African-American,Male,1,1
6584,Caucasian,Female,0,0
6585,Caucasian,Male,1,0
6586,African-American,Male,1,1
6587,Caucasian,Male,1,1
6588,Caucasian,Male,0,0
6591,Caucasian,Male,1,1
6592,African-American,Female,0,1
6593,African-American,Male,0,1
6595,Other,Male,0,0
6597,African-American,Male,0,1
6598,African-American,Female,0,1
6599,African-American,Male,0,0
6600,Caucasian,Female,1,1
6601,African-American,Male,0,0
6602,Caucasian,Male,0,0
6603,African-American,Male,0,1
6604,Caucasian,Male,0,0
6605,Caucasian,Female,0,0
6606,Hispanic,Female,0,0
6607,Caucasian,Male,1,0
6610,African-American,Male,0,1
6612,Hispanic,Female,1,0
6614,Caucasian,Male,0,0
6616,Caucasian,Female,1,0
6617,Caucasian,Male,1,0
6618,African-American,Female,0,0
6619,African-American,Male,1,1
6620,African-American,Male,1,0
6621,Caucasian,Male,0,0
6622,African-American,Male,0,0
6623,Other,Female,0,0
6624,African-American,Male,1,0
6626,African-American,Female,0,1
6627,African-American,Female,1,0
6628,African-American,Male,0,0
6629,African-American,Male,1,1
6631,Hispanic,Male,0,0
6632,African-American,Male,1,1
6633,Other,Female,1,0
6634,African-American,Male,1,1
6637,Hispanic,Male,1,0
6638,Caucasian,Female,1,1
6639,Caucasian,Male,0,1
6640,African-American,Male,1,1
6641,African-American,Female,0,0
6642,African-American,Male,0,1
6643,Caucasian,Male,1,0
6644,Caucasian,Male,0,0
6645,Hispanic,Male,1,1
6646,African-American,Male,1,0
6647,African-American,Male,0,1
6649,African-American,Female,1,0
6653,Hispanic,Female,0,0
6654,African-American,Male,1,1
6655,African-American,Male,1,0
6657,African-American,Female,1,1
6658,African-American,Male,1,1
6659,Caucasian,Male,0,0
6660,Caucasian,Female,0,0
6661,African-American,Male,0,1
6662,African-American,Male,1,0
6664,African-American,Male,1,1
6665,Caucasian,Male,0,0
6666,Caucasian,Male,1,1
6669,Caucasian,Male,1,1
6670,African-American,Male,1,1
6671,Caucasian,Male,0,0
6672,African-American,Male,0,0
6674,African-American,Male,0,1
6675,African-American,Male,0,1
6676,African-American,Male,0,1
6677,African-American,Male,0,0
6678,Caucasian,Male,1,0
6679,African-American,Male,1,1
6680,African-American,Male,0,1
6681,African-American,Male,1,1
6682,Other,Male,0,0
6683,Caucasian,Male,0,1
6684,African-American,Female,1,1
6685,Other,Male,0,1
6686,Hispanic,Male,1,0
6687,African-American,Female,1,1
6688,Hispanic,Male,1,1
6689,African-American,Male,0,1
6692,African-American,Male,0,1
6693,African-American,Female,0,0
6695,African-American,Male,0,1
6696,African-American,Female,0,1
6697,African-American,Male,1,1
6698,African-American,Male,1,0
6699,Caucasian,Female,1,1
6700,African-American,Male,0,0
6701,African-American,Male,0,1
6702,African-American,Male,0,1
6703,Other,Male,0,0
6704,African-American,Male,1,1
6705,Caucasian,Male,0,0
6706,African-American,Male,0,0
6707,Caucasian,Male,0,0
6708,African-American,Male,1,0
6709,African-American,Male,0,1
6710,African-American,Male,1,0
6711,African-American,Male,0,1
